Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyCheck,fullAddress,lon,lat
16-054134,2016-12,10/24/2016 22:18,Y,NA,NA,1,NA,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4111,LEE,68,NA,NA,NA,NA,0,0,TRUE,"4111 LEE, St. Louis, MO",NA,NA
16-054134,2016-12,10/24/2016 22:18,NA,NA,NA,1,NA,10000,6,HOMICIDE,4111,LEE,68,NA,NA,NA,NA,0,0,TRUE,"4111 LEE, St. Louis, MO",NA,NA
16-054905,2016-11,10/26/2016 15:34,NA,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,6500,SOUTHWEST,11,NA,NA,6500,SOUTHWEST,0,0,TRUE,"6500 SOUTHWEST, St. Louis, MO",NA,NA
16-054540,2016-10,10/26/2016 17:00,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,4900,LOTUS AVE,55,NA,NA,1600,KINGSHIGHWAY,0,0,TRUE,"4900 LOTUS AVE, St. Louis, MO",NA,NA
16-054616,2016-10,10/26/2016 22:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,3700,S SPRING AVE,15,NA,NA,1500,GRAND,0,0,TRUE,"3700 S SPRING AVE, St. Louis, MO",NA,NA
16-054552,2016-10,10/27/2016 05:54,Y,NA,NA,1,NA,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5595,GRAND,82,NA,FOREST PARK VISIT CENTER TWIN LOTS,NA,NA,0,0,TRUE,"5595 GRAND, St. Louis, MO",NA,NA
16-055085,2016-10,10/29/2016 17:50,Y,NA,NA,1,NA,23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,4100,OBEAR AVE,67,NA,NA,4100,OBEAR,0,0,TRUE,"4100 OBEAR AVE, St. Louis, MO",NA,NA
16-055081,2016-10,10/29/2016 18:26,Y,NA,NA,1,NA,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4953,HALL ST,64,NA,NA,NA,NA,0,0,TRUE,"4953 HALL ST, St. Louis, MO",NA,NA
16-055081,2016-10,10/29/2016 18:26,Y,NA,NA,1,NA,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4953,HALL ST,64,NA,NA,NA,NA,0,0,TRUE,"4953 HALL ST, St. Louis, MO",NA,NA
16-055216,2016-11,10/30/2016 03:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,1300,S GRAND BLVD,29,NA,@SLU HOSPITAL,1300,GRAND,0,0,TRUE,"1300 S GRAND BLVD, St. Louis, MO",NA,NA
16-055247,2016-12,10/30/2016 10:52,Y,NA,NA,1,NA,23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5000,ARLINGTON AVE,71,NA,NA,5000,ARLINGTON,0,0,TRUE,"5000 ARLINGTON AVE, St. Louis, MO",NA,NA
16-055325,2016-11,10/30/2016 19:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,7300,MINNESOTA AVE,2,NA,NA,NA,NA,0,0,TRUE,"7300 MINNESOTA AVE, St. Louis, MO",NA,NA
16-058888,2016-11,10/31/2016 14:22,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,0,GRAVOIS AVE / HAMPTON AVE,4,NA,NA,NA,NA,0,0,TRUE,"0 GRAVOIS AVE / HAMPTON AVE, St. Louis, MO",NA,NA
17-006273,2017-02,11/01/2016 00:01,Y,NA,NA,1,NA,23000,4,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,300,N 15TH ST,36,NA,NA,300,15TH,0,0,TRUE,"300 N 15TH ST, St. Louis, MO",NA,NA
18-029569,2018-06,11/01/2016 00:01,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1600,LOCUST ST,36,NA,NA,1900,OLIVE,0,0,TRUE,"1600 LOCUST ST, St. Louis, MO",NA,NA
16-056290,2016-12,11/03/2016 01:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3700,LACLEDE AVE,37,NA,APT 1107,0,SPRING,0,0,TRUE,"3700 LACLEDE AVE, St. Louis, MO",NA,NA
16-056054,2016-11,11/03/2016 11:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,7800,GERMANIA ST,1,NA,NA,6400,CLAYTON,0,0,TRUE,"7800 GERMANIA ST, St. Louis, MO",NA,NA
16-056268,2016-11,11/04/2016 11:30,Y,NA,NA,1,NA,23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,800,E TAYLOR AVE,79,NA,NA,NA,NA,0,0,TRUE,"800 E TAYLOR AVE, St. Louis, MO",NA,NA
16-056309,2016-11,11/04/2016 13:40,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,1000,DILLON CT,33,NA,@PEABODY SCHOOL,1200,14TH,0,0,TRUE,"1000 DILLON CT, St. Louis, MO",NA,NA
16-057607,2016-11,11/05/2016 02:30,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,900,LAMI ST,21,NA,MULTI-FAMILY APARTMENT BUILDING,900,LAMI,0,0,TRUE,"900 LAMI ST, St. Louis, MO",NA,NA
17-046336,2017-09,11/07/2016 00:08,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1600,COCHRAN PL,62,NA,NA,1600,COCHRAN,0,0,TRUE,"1600 COCHRAN PL, St. Louis, MO",NA,NA
16-056724,2016-11,11/07/2016 01:00,Y,NA,NA,1,NA,43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,0,I 70 WESTBOUND @ SALISBURY,65,NA,NA,710,BITTNER,0,0,TRUE,"0 I 70 WESTBOUND @ SALISBURY, St. Louis, MO",NA,NA
16-057589,2016-11,11/10/2016 17:00,Y,NA,NA,1,NA,21000,2,RAPE -- FORCIBLE,400,S EUCLID,29,NA,NA,400,EUCLID,0,0,TRUE,"400 S EUCLID, St. Louis, MO",NA,NA
16-057506,2017-04,11/11/2016 12:00,NA,NA,NA,1,NA,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3201,ARSENAL,25,NA,NA,3201,ARSENAL,0,0,TRUE,"3201 ARSENAL, St. Louis, MO",NA,NA
16-057715,2016-11,11/12/2016 19:20,Y,NA,NA,1,NA,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,COMPTON / OSAGE,16,NA,@MARQUETTE PARK,NA,NA,0,0,TRUE,"0 COMPTON / OSAGE, St. Louis, MO",NA,NA
17-002352,2017-01,11/14/2016 00:01,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,2800,MIAMI ST,19,NA,NA,2800,OSAGE,0,0,TRUE,"2800 MIAMI ST, St. Louis, MO",NA,NA
16-058339,2016-11,11/15/2016 00:01,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3600,PAGE BLVD,77,NA,@EBONY MOTEL,1200,HAMILTON,0,0,TRUE,"3600 PAGE BLVD, St. Louis, MO",NA,NA
16-058215,2016-11,11/15/2016 02:00,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,0,HALL ST / RIVERVIEW DR,79,NA,NA,NA,NA,0,0,TRUE,"0 HALL ST / RIVERVIEW DR, St. Louis, MO",NA,NA
16-058792,2016-12,11/18/2016 00:01,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3700,ILLINOIS AVE,18,NA,NA,NA,NA,0,0,TRUE,"3700 ILLINOIS AVE, St. Louis, MO",NA,NA
16-059093,2016-11,11/20/2016 01:25,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,7900,BANDERO DR,1,NA,NA,NA,NA,0,0,TRUE,"7900 BANDERO DR, St. Louis, MO",NA,NA
16-059103,2016-11,11/20/2016 01:30,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,5400,CLAXTON AVE,71,NA,NA,5400,CLAXTON,0,0,TRUE,"5400 CLAXTON AVE, St. Louis, MO",NA,NA
16-059183,2016-12,11/20/2016 14:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3600,CALIFORNIA AVE,19,NA,NA,3600,CALIFORNIA,0,0,TRUE,"3600 CALIFORNIA AVE, St. Louis, MO",NA,NA
16-059221,2016-12,11/20/2016 17:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,4400,DELOR ST,5,NA,NA,4400,DELOR,0,0,TRUE,"4400 DELOR ST, St. Louis, MO",NA,NA
16-059223,2016-11,11/20/2016 22:30,Y,NA,NA,1,NA,44013,1,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",6500,HOLLY HILLS DR,80,NA,IN CARONDELET PARK NEAR RECYCLING AR,2601,HOLLY HILLS,0,0,TRUE,"6500 HOLLY HILLS DR, St. Louis, MO",NA,NA
16-059775,2016-11,11/24/2016 12:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3500,NEBRASKA AVE,19,NA,NA,3500,NEBRASKA,0,0,TRUE,"3500 NEBRASKA AVE, St. Louis, MO",NA,NA
16-059763,2016-11,11/24/2016 14:29,Y,NA,NA,1,NA,21000,6,RAPE -- FORCIBLE,9200,RIVERVIEW DR,75,NA,NA,9200,RIVERVIEW,0,0,TRUE,"9200 RIVERVIEW DR, St. Louis, MO",NA,NA
16-060212,2016-11,11/25/2016 15:00,Y,NA,NA,1,NA,69602,3,"LARCENY-ALL OTHER $500 - $24,999",1301,N TUCKER BLVD,33,NA,CONSTRUCITON SITE,NA,NA,0,0,TRUE,"1301 N TUCKER BLVD, St. Louis, MO",NA,NA
16-060152,2016-11,11/27/2016 03:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,2300,MARKET ST,36,NA,@HOTEL- COURTYARD BY MARRIOTT,900,JEFFERSON,0,0,TRUE,"2300 MARKET ST, St. Louis, MO",NA,NA
16-060546,2016-12,11/27/2016 03:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,0,S 14TH ST / PEABODY CT,33,NA,NA,NA,NA,0,0,TRUE,"0 S 14TH ST / PEABODY CT, St. Louis, MO",NA,NA
16-060698,2016-12,11/30/2016 15:00,NA,NA,NA,1,NA,71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,1433,BURD,78,NA,NA,1433,BURD,0,0,TRUE,"1433 BURD, St. Louis, MO",NA,NA
17-023084,2017-05,12/1/2016 0:01,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,1100,N 9TH ST,62,NA,NA,1100,9TH,0,0,TRUE,"1100 N 9TH ST, St. Louis, MO",NA,NA
16-060835,2017-01,12/01/2016 01:00,NA,NA,NA,1,NA,71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,368,TAYLOR,38,NA,NA,368,TAYLOR,0,0,TRUE,"368 TAYLOR, St. Louis, MO",NA,NA
16-060833,2016-12,12/01/2016 12:00,Y,NA,NA,1,NA,69603,4,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",0,N TUCKER BLVD AT WASHINGTON AV,35,NA,APT 103,5540,DELMAR,0,0,TRUE,"0 N TUCKER BLVD AT WASHINGTON AV, St. Louis, MO",NA,NA
17-019425,2017-05,12/1/2016 12:00,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,3900,GUSTINE AVE,16,NA,NA,3900,GUSTINE,0,0,TRUE,"3900 GUSTINE AVE, St. Louis, MO",NA,NA
17-035028,2017-08,12/02/2016 19:00,Y,NA,NA,1,NA,21000,4,RAPE -- FORCIBLE,3500,LACLEDE AVE,37,NA,NA,3500,LACLEDE,0,0,TRUE,"3500 LACLEDE AVE, St. Louis, MO",NA,NA
16-061259,2016-12,12/03/2016 22:30,Y,NA,NA,1,NA,21000,1,RAPE -- FORCIBLE,200,ROBERT AVE,1,NA,NA,200,ROBERT,0,0,TRUE,"200 ROBERT AVE, St. Louis, MO",NA,NA
16-061754,2016-12,12/06/2016 19:55,Y,NA,NA,1,NA,23000,2,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5000,POTOMAC ST,14,NA,REAR,3400,HEREFORD,0,0,TRUE,"5000 POTOMAC ST, St. Louis, MO",NA,NA
16-063139,2017-01,12/15/2016 11:09,NA,NA,NA,1,NA,67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3530,MIAMI,19,NA,: APT 215,3530,MIAMI,0,0,TRUE,"3530 MIAMI, St. Louis, MO",NA,NA
16-063742,2016-12,12/18/2016 20:00,Y,NA,NA,1,NA,23000,4,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,200,S TUCKER BLVD,35,CRIMINAL JUSTICE CENTER,ST LOUIS CITY S DEPARTMENT OF CORREC,200,TUCKER,0,0,TRUE,"200 S TUCKER BLVD, St. Louis, MO",NA,NA
16-063996,2016-12,12/20/2016 11:45,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3500,ARKANSAS AVE,19,NA,NA,3500,ARKANSAS,0,0,TRUE,"3500 ARKANSAS AVE, St. Louis, MO",NA,NA
16-064205,2017-01,12/20/2016 16:00,NA,NA,NA,1,NA,64701,2,LARCENY-FROM MTR VEH UNDER $500,4206,HARTFORD,15,NA,NA,4206,HARTFORD,0,0,TRUE,"4206 HARTFORD, St. Louis, MO",NA,NA
16-064343,2016-12,12/22/2016 12:05,Y,NA,NA,1,NA,41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5773,BIRCHER BLVD,72,NA,NA,5747,AMELIA,0,0,TRUE,"5773 BIRCHER BLVD, St. Louis, MO",NA,NA
16-064452,2016-12,12/23/2016 01:15,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3700,IOWA AVE,19,NA,REAR,3700,IOWA,0,0,TRUE,"3700 IOWA AVE, St. Louis, MO",NA,NA
16-064495,2016-12,12/23/2016 09:10,Y,NA,NA,1,NA,23000,1,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,7100,VIRGINIA AVE,1,NA,NA,7100,VIRGINIA,0,0,TRUE,"7100 VIRGINIA AVE, St. Louis, MO",NA,NA
17-002542,2017-01,12/24/2016 00:01,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3700,WISCONSIN AVE,18,NA,NA,3700,WISCONSIN,0,0,TRUE,"3700 WISCONSIN AVE, St. Louis, MO",NA,NA
17-051480,2017-10,12/24/2016 00:01,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,2600,BURD AVE,50,NA,NA,2600,BURD,0,0,TRUE,"2600 BURD AVE, St. Louis, MO",NA,NA
17-051480,2017-11,12/24/2016 00:01,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,2600,BURD,50,NA,NA,2600,BURD,0,0,TRUE,"2600 BURD, St. Louis, MO",NA,NA
16-064604,2017-01,12/24/2016 02:20,NA,NA,NA,1,NA,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5855,WASHINGTON,46,NA,NA,5855,WASHINGTON,0,0,TRUE,"5855 WASHINGTON, St. Louis, MO",NA,NA
16-064757,2016-12,12/25/2016 04:00,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,3600,TENNESSEE AVE,19,NA,NA,3600,TENNESSEE,0,0,TRUE,"3600 TENNESSEE AVE, St. Louis, MO",NA,NA
16-065002,2016-12,12/26/2016 11:00,Y,NA,NA,1,NA,64701,5,LARCENY-FROM MTR VEH UNDER $500,2415,N. KIGHSHIGHWAY,52,NORTHVIEW VILLIAGE NURSING HOME,NA,4904,PLOVER,0,0,TRUE,"2415 N. KIGHSHIGHWAY, St. Louis, MO",NA,NA
16-065135,2016-12,12/27/2016 22:30,Y,NA,NA,1,NA,21000,3,RAPE -- FORCIBLE,800,GEYER AVE,21,NA,@BAR- MOLLYS BISTRO,800,GEYER,0,0,TRUE,"800 GEYER AVE, St. Louis, MO",NA,NA
16-065265,2016-12,12/28/2016 15:00,Y,NA,NA,1,NA,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,HWY 55 / LOUGHBOROUGH,1,NA,NA,1042,LOUGHBOROUGH,0,0,TRUE,"0 HWY 55 / LOUGHBOROUGH, St. Louis, MO",NA,NA
16-065547,2016-12,12/30/2016 11:22,Y,NA,NA,1,NA,21000,5,RAPE -- FORCIBLE,4600,COTE BRILLIANTE AVE,56,NA,NA,5300,CABANNE,0,0,TRUE,"4600 COTE BRILLIANTE AVE, St. Louis, MO",NA,NA
